actor1	actor2	class
Tom Wilkinson	Rupert Everett	1
Tom Wilkinson	Oprah Winfrey	1
Tom Wilkinson	Richard Roxburgh	1
Tom Wilkinson	Penelope Wilton	1
Tom Wilkinson	Stephen Root	1
Tom Wilkinson	Clive Russell	1
Tom Wilkinson	Karen Allen	1
Tom Wilkinson	Adam Baldwin	1
Tom Wilkinson	Julia Roberts	1
Tom Wilkinson	Chad L. Coleman	1
Tom Wilkinson	Bernard Hill	1
Tom Wilkinson	David Oyelowo	1
Tom Wilkinson	Marsha Thomason	1
Tom Wilkinson	F. Murray Abraham	1
Tom Wilkinson	Michael Rapaport	1
Tom Wilkinson	Sydney Pollack	1
Tom Wilkinson	Vincent Regan	1
Tom Wilkinson	Colm Feore	1
Tom Wilkinson	Denis O'Hare	2
Tom Wilkinson	Om Puri	1
Tom Wilkinson	Sissy Spacek	1
Tom Wilkinson	Celia Imrie	1
Tom Wilkinson	June Diane Raphael	1
Tom Wilkinson	Melissa McMeekin	1
Tom Wilkinson	Simon Callow	1
Tom Wilkinson	Martin Clunes	1
Tom Wilkinson	Jesper Christensen	1
Tom Wilkinson	Romi Aboulafia	1
Tom Wilkinson	JR Bourne	1
Tom Wilkinson	Lesley Sharp	1
Christopher Meloni	Harry Lennix	1
Christopher Meloni	Harrison Ford	1
Christopher Meloni	Amy Poehler	1
Christopher Meloni	Jack McBrayer	1
Christopher Meloni	Julia Roberts	1
Christopher Meloni	Kiernan Shipka	1
Christopher Meloni	Lou Taylor Pucci	1
Christopher Meloni	Hector Elizondo	1
Christopher Meloni	Nicole Beharie	1
Christopher Meloni	Kevin Michael Richardson	1
Christopher Meloni	Peter Spellos	1
Harry Lennix	Robin Wright	1
Harry Lennix	Andre Braugher	1
Harry Lennix	Bernie Mac	1
Harry Lennix	Kevin Chamberlin	1
Harry Lennix	Bokeem Woodbine	1
Harry Lennix	Peter Coyote	1
Harry Lennix	Michael Weston	1
Harry Lennix	Laz Alonso	1
Harry Lennix	Curtis Armstrong	1
Harry Lennix	Kenan Thompson	1
Harry Lennix	William Mapother	1
Harry Lennix	Chris Brown	1
Harry Lennix	Sean Patrick Thomas	1
Harry Lennix	Kathryn Morris	1
Harry Lennix	Zuhair Haddad	1
Harry Lennix	Ben Youcef	1
Peter Dinklage	Pierfrancesco Favino	1
Peter Dinklage	Damián Alcázar	1
Peter Dinklage	Hugh Jackman	1
Peter Dinklage	Steve Buscemi	1
Peter Dinklage	Tyler Labine	1
Peter Dinklage	Vin Diesel	1
Peter Dinklage	Jennifer Lawrence	1
Peter Dinklage	Ewen Bremner	1
Peter Dinklage	Joe Lo Truglio	1
Peter Dinklage	Josh Gad	3
Peter Dinklage	Will Ferrell	1
Peter Dinklage	Erick Avari	1
Peter Dinklage	Zooey Deschanel	1
Peter Dinklage	Drake	1
Peter Dinklage	Adam Sandler	1
Peter Dinklage	Michael McKean	1
Peter Dinklage	Keegan-Michael Key	1
Peter Dinklage	Romany Malco	1
Peter Dinklage	Ben Falcone	1
Peter Dinklage	Bill Duke	1
Peter Dinklage	Kris Marshall	1
Peter Dinklage	Alex Rocco	1
Peter Dinklage	Paula Garcés	1
Pierfrancesco Favino	Damián Alcázar	1
Damián Alcázar	Pedro Armendáriz Jr.	1
Damián Alcázar	Ana Claudia Talancón	1
Sam Claflin	Stephen Graham	1
Sam Claflin	Kristen Stewart	1
Sam Claflin	Emilia Clarke	1
Sam Claflin	Charlize Theron	1
Sam Claflin	Brendan Coyle	1
Stephen Graham	Brendan Fraser	1
Stephen Graham	Joseph Gilgun	1
Stephen Graham	Stephen Rea	1
Stephen Graham	Jack O'Connell	1
Stephen Graham	Jamie Foreman	1
Stephen Graham	Sarah Polley	1
Stephen Graham	Keith Allen	1
Stephen Graham	Gael Le Cornec	1
Stephen Graham	Mark Bazeley	1
Stephen Graham	Maurice Roëves	1
Will Smith	Michael Stuhlbarg	1
Will Smith	Nicole Scherzinger	1
Will Smith	Glenn Morshower	1
Will Smith	Bruce Greenwood	1
Will Smith	Eddie Marsan	2
Will Smith	Salma Hayek	1
Will Smith	Bai Ling	1
Will Smith	Robin Atkin Downes	1
Will Smith	Ike Barinholtz	1
Will Smith	Charlize Theron	2
Will Smith	Alice Braga	1
Will Smith	Willow Smith	1
Will Smith	Jada Pinkett Smith	1
Will Smith	Zoë Kravitz	1
Will Smith	Rip Torn	2
Will Smith	Rosario Dawson	2
Will Smith	Joe Morton	1
Will Smith	Matt Damon	1
Will Smith	Henry Rollins	1
Will Smith	Jordi Mollà	1
Will Smith	Adam Baldwin	1
Will Smith	Chi McBride	1
Will Smith	Jake Busey	1
Will Smith	Linda Fiorentino	1
Will Smith	Adrian Martinez	1
Will Smith	Kevin Sussman	1
Will Smith	Lisa Bonet	1
Will Smith	Tchéky Karyo	1
Will Smith	Michael Rapaport	1
Will Smith	Albert Brooks	1
Will Smith	Mary McDonnell	1
Will Smith	Gerald McRaney	1
Will Smith	Kurt Fuller	1
Will Smith	James Karen	1
Will Smith	Madison Pettis	1
Will Smith	Theresa Randle	1
Michael Stuhlbarg	Nicole Scherzinger	1
Michael Stuhlbarg	Kate Winslet	1
Michael Stuhlbarg	Michael Fassbender	1
Michael Stuhlbarg	Abbie Cornish	1
Michael Stuhlbarg	Gabourey Sidibe	1
Michael Stuhlbarg	Fred Melamed	1
Michael Stuhlbarg	Peter Breitmayer	1
Aidan Turner	Adam Brown	3
Aidan Turner	James Nesbitt	3
Aidan Turner	Kevin Zegers	1
Adam Brown	James Nesbitt	3
James Nesbitt	Jason Flemyng	1
James Nesbitt	David Kelly	1
James Nesbitt	Olivia Williams	1
James Nesbitt	Frances O'Connor	1
James Nesbitt	Fionnula Flanagan	1
James Nesbitt	Peter McNamara	1
James Nesbitt	Ash Cook	1
James Nesbitt	Genevieve O'Reilly	1
James Nesbitt	Nicholas Farrell	1
James Nesbitt	Tim Pigott-Smith	1
Emma Stone	Andrew Garfield	2
Emma Stone	Chris Zylka	1
Emma Stone	Naomi Watts	1
Emma Stone	Bryce Dallas Howard	1
Emma Stone	Judy Greer	1
Emma Stone	B.J. Novak	1
Emma Stone	Ryan Reynolds	1
Emma Stone	Steve Carell	1
Emma Stone	Bill Murray	2
Emma Stone	Joe Lo Truglio	1
Emma Stone	Bradley Cooper	2
Emma Stone	Nicolas Cage	1
Emma Stone	Mike Vogel	1
Emma Stone	Steve Coogan	1
Emma Stone	Josh Gad	1
Emma Stone	Merritt Wever	1
Emma Stone	Ryan Gosling	1
Emma Stone	Kevin Corrigan	1
Emma Stone	Beverly D'Angelo	1
Emma Stone	Katharine McPhee	1
Emma Stone	Derek Graf	1
Emma Stone	Dan Byrd	1
Emma Stone	Fred Armisen	1
Andrew Garfield	Chris Zylka	1
Andrew Garfield	B.J. Novak	1
Andrew Garfield	Tom Cruise	1
Andrew Garfield	Verne Troyer	1
Andrew Garfield	Meryl Streep	1
Andrew Garfield	Charlie Rowe	1
Andrew Garfield	Charlotte Rampling	1
Andrew Garfield	Dustin Fitzsimons	1
Andrew Garfield	Marcella Lentz-Pope	1
Andrew Garfield	Lily Cole	1
Andrew Garfield	Warren Clarke	1
Andrew Garfield	John Henshaw	1
Chris Zylka	Katharine McPhee	1
Mark Addy	William Hurt	1
Mark Addy	Scott Grimes	1
Mark Addy	Heath Ledger	1
Mark Addy	Danny Woodburn	1
Mark Addy	Chazz Palminteri	1
Mark Addy	Wanda Sykes	1
Mark Addy	Alan Young	1
Mark Addy	Josh Stamberg	1
Mark Addy	Taylor Negron	1
Mark Addy	Benno Fürmann	1
Mark Addy	Atom Egoyan	1
Mark Addy	Paul Gross	1
Mark Addy	Sendhil Ramamurthy	1
Mark Addy	Shabana Azmi	1
Mark Addy	Lesley Sharp	1
William Hurt	Scott Grimes	1
William Hurt	Bryce Dallas Howard	1
William Hurt	Judy Greer	1
William Hurt	Gary Oldman	1
William Hurt	Eddie Redmayne	1
William Hurt	Dennis Quaid	1
William Hurt	Kristen Stewart	2
William Hurt	Bruce Spence	1
William Hurt	Edgar Ramírez	1
William Hurt	Tom Everett Scott	1
William Hurt	Ty Burrell	1
William Hurt	Peter Mensah	1
William Hurt	Tony Curran	1
William Hurt	Rufus Sewell	1
William Hurt	Haley Joel Osment	1
William Hurt	Kevin Sussman	1
William Hurt	Meryl Streep	1
William Hurt	Hal Holbrook	1
William Hurt	Elden Henson	1
William Hurt	June Lockhart	1
William Hurt	Viggo Mortensen	1
William Hurt	Matt Bomer	1
William Hurt	Kevin Corrigan	1
William Hurt	Sissy Spacek	1
William Hurt	Jonathan Jackson	1
William Hurt	David Kross	1
William Hurt	Kyle Schmid	1
William Hurt	Marc Donato	1
William Hurt	Raoul Max Trujillo	1
William Hurt	Michael Bower	1
Scott Grimes	Mary McCormack	1
Scott Grimes	Ron Eldard	1
Christopher Lee	Eva Green	1
Christopher Lee	Kristin Scott Thomas	1
Christopher Lee	Ray Winstone	1
Christopher Lee	Chloë Grace Moretz	2
Christopher Lee	David Kelly	1
Christopher Lee	Natalie Portman	2
Christopher Lee	Desmond Llewelyn	1
Christopher Lee	Hayden Christensen	2
Christopher Lee	G.W. Bailey	1
Christopher Lee	Billy Boyd	2
Christopher Lee	Treat Williams	1
Christopher Lee	Robert Picardo	1
Christopher Lee	Phoebe Cates	1
Christopher Lee	Joanna Lumley	1
Christopher Lee	John Belushi	1
Christopher Lee	Joseph Cotten	1
Christopher Lee	Michael Winslow	1
Christopher Lee	Behrouz Vossoughi	1
Christopher Lee	Hervé Villechaize	1
Christopher Lee	Lex Barker	1
Christopher Lee	Karin Dor	1
Eva Green	Kristin Scott Thomas	1
Eva Green	Matt Smith	1
Eva Green	Bruce Willis	1
Eva Green	Peter Mensah	1
Eva Green	Sullivan Stapleton	1
Eva Green	Tobias Menzies	1
Eva Green	Ivana Milicevic	1
Eva Green	Hannah Murray	1
Kristin Scott Thomas	Harrison Ford	1
Kristin Scott Thomas	Jim Broadbent	1
Kristin Scott Thomas	Colin Firth	2
Kristin Scott Thomas	Tom Cruise	1
Kristin Scott Thomas	Jürgen Prochnow	1
Kristin Scott Thomas	Hayden Christensen	1
Kristin Scott Thomas	Vanessa Redgrave	1
Kristin Scott Thomas	Bob Balaban	1
Kristin Scott Thomas	Bill Cobbs	1
Kristin Scott Thomas	Jessalyn Gilsig	1
Kristin Scott Thomas	Ryan Gosling	1
Kristin Scott Thomas	Ophelia Lovibond	1
Kristin Scott Thomas	Kris Marshall	1
Kristin Scott Thomas	Aidan Quinn	1
Kristin Scott Thomas	Simon Callow	1
Kristin Scott Thomas	Anne-Marie Duff	1
Kristin Scott Thomas	Ian Somerhalder	1
Kristin Scott Thomas	Tom Hollander	1
Kristin Scott Thomas	Arben Bajraktaraj	1
Kristin Scott Thomas	Yayaying Rhatha Phongam	1
Kristin Scott Thomas	James Fleet	1
Naomi Watts	Thomas Kretschmann	1
Naomi Watts	Evan Parke	1
Naomi Watts	Leonardo DiCaprio	1
Naomi Watts	Eddie Marsan	1
Naomi Watts	Ewen Bremner	1
Naomi Watts	Robin Wright	1
Naomi Watts	Bill Murray	1
Naomi Watts	Anthony Hopkins	1
Naomi Watts	Zoë Kravitz	1
Naomi Watts	Armin Mueller-Stahl	1
Naomi Watts	Ty Burrell	1
Naomi Watts	Ben Mendelsohn	1
Naomi Watts	Reg E. Cathey	1
Naomi Watts	Theo James	1
Naomi Watts	Viggo Mortensen	1
Naomi Watts	Danny Huston	1
Naomi Watts	Brían F. O'Byrne	1
Naomi Watts	Gary Cole	1
Naomi Watts	Merritt Wever	1
Naomi Watts	Sarah Gadon	1
Naomi Watts	Brooke Smith	1
Naomi Watts	Kaitlyn Dever	1
Naomi Watts	Lily Tomlin	1
Naomi Watts	Robert Forster	1
Naomi Watts	Siobhan Fallon Hogan	1
Naomi Watts	Brady Corbet	1
Naomi Watts	Sissy Spacek	1
Naomi Watts	Raza Jaffrey	1
Naomi Watts	Gregory Smith	1
Naomi Watts	Isabelle Huppert	1
Naomi Watts	Lori Petty	1
Naomi Watts	Jimmy Smits	1
Naomi Watts	Geraldine Chaplin	1
Naomi Watts	Oaklee Pendergast	1
Naomi Watts	Jeff Kober	1
Naomi Watts	Laura Harring	1
Naomi Watts	Carla Gallo	1
Naomi Watts	Maria Dizzia	1
Naomi Watts	Dree Hemingway	1
Thomas Kretschmann	Evan Parke	1
Thomas Kretschmann	Joe Mantegna	1
Thomas Kretschmann	Eddie Izzard	1
Thomas Kretschmann	Jim Broadbent	1
Thomas Kretschmann	Tom Cruise	1
Thomas Kretschmann	Matthew McConaughey	1
Thomas Kretschmann	Dwayne Johnson	1
Thomas Kretschmann	Tony Curran	1
Thomas Kretschmann	Milla Jovovich	1
Thomas Kretschmann	David Keith	1
Thomas Kretschmann	Norman Reedus	1
Thomas Kretschmann	Megan Park	1
Thomas Kretschmann	Mike Epps	1
Thomas Kretschmann	Fisher Stevens	1
Thomas Kretschmann	Alexandra Maria Lara	1
Thomas Kretschmann	Michiel Huisman	1
Thomas Kretschmann	Jemima West	1
Thomas Kretschmann	Eduardo Noriega	1
Thomas Kretschmann	Mac McDonald	1
Thomas Kretschmann	Bruno Ganz	1
Leonardo DiCaprio	Kate Winslet	2
Leonardo DiCaprio	Gloria Stuart	1
Leonardo DiCaprio	Liam Neeson	1
Leonardo DiCaprio	Jon Favreau	1
Leonardo DiCaprio	Tom Hanks	1
Leonardo DiCaprio	Elizabeth Debicki	1
Leonardo DiCaprio	Steve Bisley	1
Leonardo DiCaprio	Ray Winstone	1
Leonardo DiCaprio	Jim Broadbent	1
Leonardo DiCaprio	Djimon Hounsou	1
Leonardo DiCaprio	Matthew McConaughey	1
Leonardo DiCaprio	Jennifer Garner	1
Leonardo DiCaprio	Brian Dennehy	1
Leonardo DiCaprio	Lukas Haas	1
Leonardo DiCaprio	Matt Damon	1
Leonardo DiCaprio	Ato Essandoh	1
Leonardo DiCaprio	Adam Scott	1
Leonardo DiCaprio	Frances Conroy	1
Leonardo DiCaprio	Robert De Niro	1
Leonardo DiCaprio	Stephen Collins	1
Leonardo DiCaprio	Meryl Streep	1
Leonardo DiCaprio	Joseph Sikora	1
Leonardo DiCaprio	Nellie Sciutto	1
Leonardo DiCaprio	Harold Perrineau	1
Leonardo DiCaprio	Simon McBurney	1
Leonardo DiCaprio	Michael Gaston	1
Leonardo DiCaprio	Kaitlyn Dever	1
Leonardo DiCaprio	Virginie Ledoyen	1
Leonardo DiCaprio	Peter Youngblood Hills	1
Leonardo DiCaprio	Joe Komara	1
Leonardo DiCaprio	Anne Parillaud	1
Leonardo DiCaprio	Judith Godrèche	1
Leonardo DiCaprio	Pat Hingle	1
Leonardo DiCaprio	Roberts Blossom	1
Leonardo DiCaprio	Kevin Tighe	1
Kate Winslet	Gloria Stuart	1
Kate Winslet	Hugh Jackman	2
Kate Winslet	Steve Buscemi	1
Kate Winslet	Kevin Dunn	1
Kate Winslet	Eddie Izzard	1
Kate Winslet	Clifton Collins Jr.	1
Kate Winslet	Jim Broadbent	1
Kate Winslet	Kelly Macdonald	1
Kate Winslet	Michael Fassbender	1
Kate Winslet	Anthony Hopkins	1
Kate Winslet	Matt Craven	1
Kate Winslet	David Suchet	1
Kate Winslet	Noah Emmerich	1
Kate Winslet	Theo James	2
Kate Winslet	Mekhi Phifer	2
Kate Winslet	Rufus Sewell	1
Kate Winslet	Sarah Parish	1
Kate Winslet	Seth MacFarlane	1
Kate Winslet	Brooke Smith	1
Kate Winslet	Norman Reedus	1
Kate Winslet	Kris Marshall	1
Kate Winslet	Joe Komara	1
Kate Winslet	Jed Brophy	1
Kate Winslet	David Kross	1
Kate Winslet	Susanne Lothar	1
Kate Winslet	Julie Adams	1
Kate Winslet	Jane Adams	1
Kate Winslet	Stephen Marcus	1
Kate Winslet	Amelia Warner	1
Kate Winslet	Liz Mullane	1
Chris Evans	Jason Statham	1
Chris Evans	Ewen Bremner	1
Chris Evans	Keanu Reeves	1
Chris Evans	Hayley Atwell	2
Chris Evans	Andre Braugher	1
Chris Evans	Dominic Cooper	1
Chris Evans	Mako	1
Chris Evans	Ed Begley Jr.	1
Chris Evans	Ioan Gruffudd	1
Chris Evans	Jason Patric	1
Chris Evans	Benedict Wong	1
Chris Evans	Sarah Michelle Gellar	1
Chris Evans	Mia Kirshner	1
Chris Evans	Noel Gugliemi	1
Chris Evans	Robert Davi	1
Chris Evans	Dane Cook	1
Chris Evans	Troy Garity	1
Chris Evans	Kang-ho Song	1
Chris Evans	Ari Graynor	1
Chris Evans	Óscar Jaenada	1
Chris Evans	JoAnna Garcia Swisher	1
Liam Neeson	Alexander Skarsgård	1
Liam Neeson	Tadanobu Asano	1
Liam Neeson	Steve Buscemi	1
Liam Neeson	Common	1
Liam Neeson	Jim Broadbent	1
Liam Neeson	Oliver Platt	2
Liam Neeson	Colin Firth	1
Liam Neeson	Morgan Freeman	2
Liam Neeson	Brendan Fraser	1
Liam Neeson	Jason Flemyng	2
Liam Neeson	Anthony Hopkins	1
Liam Neeson	Charlize Theron	1
Liam Neeson	Natalie Portman	1
Liam Neeson	Edgar Ramírez	1
Liam Neeson	Lily James	1
Liam Neeson	D.B. Sweeney	1
Liam Neeson	Alexa Davalos	1
Liam Neeson	Dougray Scott	1
Liam Neeson	Ian McDiarmid	1
Liam Neeson	Julia Roberts	1
Liam Neeson	Philip Glenister	1
Liam Neeson	Frank Grillo	1
Liam Neeson	Alun Armstrong	1
Liam Neeson	Christian Camargo	1
Liam Neeson	Lex Shrapnel	1
Liam Neeson	Bruce McGill	1
Liam Neeson	Seth MacFarlane	2
Liam Neeson	Lili Taylor	1
Liam Neeson	Virginia Madsen	1
Liam Neeson	Loretta Devine	1
Liam Neeson	Josh Charles	1
Liam Neeson	Sarah Gadon	1
Liam Neeson	Laurence Olivier	1
Liam Neeson	Mitch Pileggi	1
Liam Neeson	Xander Berkeley	1
Liam Neeson	Nate Parker	1
Liam Neeson	Dylan Baker	1
Liam Neeson	Chandler Canterbury	1
Liam Neeson	Scoot McNairy	1
Liam Neeson	James Badge Dale	1
Liam Neeson	Jon Gries	1
Liam Neeson	Luke Grimes	1
Liam Neeson	Eric Stoltz	1
Liam Neeson	Kris Marshall	1
Liam Neeson	Aidan Quinn	1
Liam Neeson	Lysette Anthony	1
Liam Neeson	Holly Valance	1
Liam Neeson	Boyd Holbrook	1
Liam Neeson	David Harbour	1
Liam Neeson	Embeth Davidtz	1
Liam Neeson	Caroline Goodall	1
Liam Neeson	Meghan Heffern	1
Liam Neeson	Natalie Lisinska	1
Liam Neeson	Dean Dawson	1
Liam Neeson	Jung-jae Lee	1
Alexander Skarsgård	Tadanobu Asano	1
Alexander Skarsgård	Jeff Bridges	1
Alexander Skarsgård	Casper Crump	1
Alexander Skarsgård	Julia Ormond	1
Alexander Skarsgård	Will Ferrell	1
Alexander Skarsgård	Milla Jovovich	1
Alexander Skarsgård	Meryl Streep	1
Alexander Skarsgård	Charlotte Rampling	1
Alexander Skarsgård	Laz Alonso	1
Alexander Skarsgård	David Fine	1
Alexander Skarsgård	Jason Ritter	1
Alexander Skarsgård	Rhys Coiro	1
Alexander Skarsgård	Austin Lyon	1
Tadanobu Asano	Khulan Chuluun	1
Tadanobu Asano	Honglei Sun	1
Bryce Dallas Howard	Judy Greer	2
Bryce Dallas Howard	Omar Sy	1
Bryce Dallas Howard	Common	1
Bryce Dallas Howard	Mike Vogel	1
Bryce Dallas Howard	Anna Kendrick	1
Bryce Dallas Howard	Freddy Rodríguez	1
Bryce Dallas Howard	Bob Balaban	1
Bryce Dallas Howard	Oona Laurence	1
Bryce Dallas Howard	Martin Starr	1
Bryce Dallas Howard	Jason Ritter	1
Bryce Dallas Howard	Jeremy Davies	1
Bryce Dallas Howard	Jean-Marc Barr	1
Bryce Dallas Howard	Isiah Whitlock Jr.	1
Judy Greer	Omar Sy	1
Judy Greer	Anne Hathaway	1
Judy Greer	Jake Gyllenhaal	1
Judy Greer	Gary Oldman	1
Judy Greer	Chloë Grace Moretz	1
Judy Greer	Dennis Quaid	2
Judy Greer	Garry Shandling	1
Judy Greer	Kodi Smit-McPhee	1
Judy Greer	Hayley Atwell	1
Judy Greer	Chris Bauer	1
Judy Greer	Thomas Robinson	1
Judy Greer	Gerard Butler	1
Judy Greer	Matthew McConaughey	1
Judy Greer	Jennifer Garner	1
Judy Greer	Steve Coogan	1
Judy Greer	T.I.	1
Judy Greer	Frances Conroy	1
Judy Greer	Jamie Kennedy	2
Judy Greer	Linda Fiorentino	1
Judy Greer	Adam Goldberg	1
Judy Greer	Loretta Devine	1
Judy Greer	Chris Klein	1
Judy Greer	Lisa Edelstein	1
Judy Greer	Tony Cox	1
Judy Greer	Julie Benz	1
Judy Greer	Mykelti Williamson	1
Judy Greer	Shea Whigham	1
Judy Greer	Portia Doubleday	1
Judy Greer	Bern Cohen	1
Judy Greer	Yetta Gottesman	1
Judy Greer	Christa B. Allen	1
Judy Greer	Alex Rocco	1
Judy Greer	Sasha Alexander	1
Judy Greer	Rae Dawn Chong	1
Judy Greer	Evan Ross	1
Judy Greer	Nicky Katt	1
Judy Greer	Jeff Conaway	1
Judy Greer	Cybill Shepherd	1
Judy Greer	Marisa Coughlan	1
Judy Greer	James Gunn	1
Omar Sy	Bradley Cooper	1
Omar Sy	André Dussollier	1
Omar Sy	Dany Boon	1
Omar Sy	Riccardo Scamarcio	1
Albert Finney	Helen McCrory	1
Albert Finney	Steve Buscemi	1
Albert Finney	Richard Coyle	1
Albert Finney	Edgar Ramírez	1
Albert Finney	Bruce Willis	1
Albert Finney	Matt Damon	1
Albert Finney	Archie Panjabi	1
Albert Finney	Julia Roberts	1
Albert Finney	Alison Lohman	1
Albert Finney	Conchata Ferrell	1
Albert Finney	Omar Epps	1
Albert Finney	Susannah York	1
Albert Finney	Hugh Griffith	1
Helen McCrory	Bill Murray	1
Helen McCrory	Meryl Streep	1
Jon Favreau	Don Cheadle	1
Jon Favreau	Jeff Bridges	1
Jon Favreau	Morgan Freeman	1
Jon Favreau	Jeanne Tripplehorn	1
Jon Favreau	Keanu Reeves	2
Jon Favreau	Matthew McConaughey	1
Jon Favreau	John Michael Higgins	1
Jon Favreau	T.I.	1
Jon Favreau	Robert Duvall	2
Jon Favreau	Kristin Davis	1
Jon Favreau	Debra Messing	1
Jon Favreau	Jane Krakowski	1
Jon Favreau	Paul Michael Glaser	1
Jon Favreau	Katy Mixon	1
Jon Favreau	Eric Stonestreet	1
Jon Favreau	Tasha Smith	1
Jon Favreau	Ann-Margret	1
Jon Favreau	Faizon Love	2
Jon Favreau	Jane Curtin	1
Jon Favreau	Matt Ross	1
Jon Favreau	Austin Nichols	1
Jon Favreau	Daniel Stern	1
Jon Favreau	Chris Young	1
Jon Favreau	Jonathan Silverman	1
Jon Favreau	Alex Désert	1
Jon Favreau	Blake Lindsley	1
Don Cheadle	Hugh Jackman	1
Don Cheadle	Salma Hayek	1
Don Cheadle	Nicolas Cage	1
Don Cheadle	Sam Shepard	1
Don Cheadle	Connie Nielsen	1
Don Cheadle	Armando Riesco	1
Don Cheadle	Amber Valletta	1
Don Cheadle	Adam Sandler	1
Don Cheadle	Kim Delaney	1
Don Cheadle	Anne Heche	1
Don Cheadle	Gaby Hoffmann	1
Don Cheadle	Lili Taylor	1
Don Cheadle	Albert Brooks	1
Don Cheadle	Kevin Dillon	1
Don Cheadle	Yvette Nicole Brown	1
Don Cheadle	Loretta Devine	1
Don Cheadle	Sophie Okonedo	1
Don Cheadle	Chris Penn	1
Don Cheadle	Jennifer Esposito	1
Don Cheadle	Keith Hudson	1
Don Cheadle	John de Lancie	1
Don Cheadle	Fionnula Flanagan	1
Don Cheadle	Hakeem Kae-Kazim	1
Don Cheadle	Nicole Ari Parker	1
Don Cheadle	Nina Hartley	1
Don Cheadle	Wale Ojo	1
Anne Hathaway	Hugh Jackman	1
Anne Hathaway	Jake Gyllenhaal	2
Anne Hathaway	Charlie Hunnam	1
Anne Hathaway	Jim Broadbent	1
Anne Hathaway	Julie Walters	1
Anne Hathaway	Eddie Redmayne	1
Anne Hathaway	Heath Ledger	1
Anne Hathaway	Bill Murray	1
Anne Hathaway	Bradley Cooper	1
Anne Hathaway	Matthew McConaughey	1
Anne Hathaway	Mackenzie Foy	1
Anne Hathaway	Steve Coogan	1
Anne Hathaway	Rene Russo	1
Anne Hathaway	Dwayne Johnson	1
Anne Hathaway	Taylor Lautner	1
Anne Hathaway	Rafe Spall	1
Anne Hathaway	Chazz Palminteri	1
Anne Hathaway	Robert De Niro	1
Anne Hathaway	Jim Sturgess	1
Anne Hathaway	Wanda Sykes	1
Anne Hathaway	Will.i.am	1
Anne Hathaway	Rosemarie DeWitt	1
Anne Hathaway	Meryl Streep	1
Anne Hathaway	Raven-Symoné	1
Anne Hathaway	Hector Elizondo	2
Anne Hathaway	Jim Belushi	1
Anne Hathaway	Jon Tenney	1
Anne Hathaway	Candice Bergen	1
Anne Hathaway	Rebecca Mader	1
Anne Hathaway	Steve Howey	1
Anne Hathaway	Joanna Lumley	1
Anne Hathaway	Heather Matarazzo	1
Anne Hathaway	Laurence Fox	1
Anne Hathaway	Bill Irwin	1
Anne Hathaway	Nathaniel Lees	1
Anne Hathaway	Miriama Smith	1
Anne Hathaway	Shawn Parsons	1
Anne Hathaway	Li Jun Li	1
Anne Hathaway	Debrah Farentino	1
Hugh Jackman	Kelsey Grammer	1
Hugh Jackman	Daniel Cudmore	1
Hugh Jackman	Ryan Reynolds	1
Hugh Jackman	Jennifer Lawrence	1
Hugh Jackman	Jake Gyllenhaal	1
Hugh Jackman	Eddie Redmayne	1
Hugh Jackman	Sharlto Copley	1
Hugh Jackman	Robin Williams	1
Hugh Jackman	Dominic Monaghan	1
Hugh Jackman	David Suchet	1
Hugh Jackman	Cara Delevingne	1
Hugh Jackman	Nonso Anozie	1
Hugh Jackman	Kamil McFadden	1
Hugh Jackman	Khamani Griffin	1
Hugh Jackman	Sam Shepard	1
Hugh Jackman	Bruce Davison	2
Hugh Jackman	Aaron Stanford	1
Hugh Jackman	Tao Okamoto	1
Hugh Jackman	Rila Fukushima	1
Hugh Jackman	Torey Michael Adkins	1
Hugh Jackman	Olga Fonda	1
Hugh Jackman	Mark Margolis	1
Hugh Jackman	Elizabeth Daily	1
Hugh Jackman	Seth MacFarlane	1
Hugh Jackman	Jose Pablo Cantillo	1
Hugh Jackman	Tyler Mane	1
Hugh Jackman	Natasha Lyonne	1
Hugh Jackman	Dylan Minnette	1
Hugh Jackman	Ellen Barkin	1
Hugh Jackman	Bradley Whitford	1
Hugh Jackman	Tim McInnerny	1
Hugh Jackman	Ellen Burstyn	1
Hugh Jackman	Taron Egerton	1
Hugh Jackman	Catherine Dent	1
Kelsey Grammer	Daniel Cudmore	1
Kelsey Grammer	Bingbing Li	1
Kelsey Grammer	Sophia Myles	1
Kelsey Grammer	Charlize Theron	1
Kelsey Grammer	Nathan Lane	1
Kelsey Grammer	Robert De Niro	1
Kelsey Grammer	Jerry Stiller	1
Kelsey Grammer	Megan Mullally	1
Kelsey Grammer	Bernadette Peters	1
Kelsey Grammer	Kay Panabaker	1
Steve Buscemi	Tyler Labine	1
Steve Buscemi	Sean Hayes	1
Steve Buscemi	Jeff Bridges	1
Steve Buscemi	Olivia Wilde	1
Steve Buscemi	Eddie Izzard	1
Steve Buscemi	John Ratzenberger	1
Steve Buscemi	Fred Willard	1
