Actor	Facebook likes	Actor Genre
Kang-ho Song	398	Action
François Cluzet	541	Comedy
Tamannaah Bhatia	218	Action
Anushka Shetty	133	Action
Prabhas	72	Action
Arliss Howard	152	Drama
Brooklynn Proulx	142	Drama
Michelle Nolden	100	Drama
Colin Ferguson	747	Comedy
Atticus Shaffer	787	Horror
Sean Maher	505	Action
Michael Hitchcock	279	Action
Robert Vaughn	542	Action
Oscar Gale	785	Comedy
Wei Zhao	478	Action
Courtney Gains	559	Comedy
Eric Winter	954	Comedy
Phil Hartman	516	Comedy
Max Casella	275	Comedy
Emily Osment	1000	Comedy
Hye-kyo Song	290	Action
Elvis Tsui	7	Action
Kristen Johnston	501	Comedy
Blythe Auffarth	76	Adventure
Bianca Collins	47	Adventure
Jiao Xu	46	Family
Jeff Kober	919	Crime
D.B. Woodside	598	Action
Daniella Alonso	557	Action
Eduardo Verástegui	377	Drama
Sonia Braga	308	Drama
Kari Matchett	280	Romance
Bill Nunn	182	Crime
Beth Grant	628	Drama
Dagmara Dominczyk	316	Drama
Matthew Glave	108	Drama
Mariah Carey	736	Drama
Jason Marsden	1000	Drama
Richard Masur	163	Horror
David Clennon	145	Horror
Nolan Gerard Funk	924	Thriller
Gregory Scott Cummins	37	Crime
Claudia Stedelin	12	Crime
Ted Markland	12	Crime
Usher Raymond	569	Action
Leonor Varela	427	Drama
Harry Treadaway	260	Adventure
Mike Howard	378	Drama
Jeffrey W. Jenkins	18	Drama
Bruce Goodchild	15	Drama
Ryan Cartwright	476	Adventure
David Walliams	217	Adventure
Maggie Siff	1000	Action
Nick Robinson	724	Action
Phylicia Rashad	597	Drama
Owen Burke	206	Crime
Anthony Simcoe	82	Adventure
Christopher James Baker	35	Adventure
Alexandra Maria Lara	471	Drama
Patton Oswalt	786	Drama
Neil Flynn	625	Comedy
Jim Meskimen	272	Drama
Michael Roark	680	Drama
Laura Harring	669	Thriller
Tamala Jones	405	Comedy
Laura-Leigh	740	Comedy
Molly C. Quinn	707	Comedy
Yuliya Snigir	463	Action
Fedor Bondarchuk	35	Adventure
Aleksey Serebryakov	30	Action
Bernie Casey	180	Action
Klaus Maria Brandauer	172	Adventure
Barbara Carrera	133	Action
Charlie McDermott	496	Comedy
Collette Wolfe	390	Comedy
Taylor Blackwell	641	Drama
Reeve Carney	602	Drama
Colin O'Donoghue	3000	Drama
Blair Underwood	685	Drama
Mason Gamble	263	Drama
Kenan Thompson	521	Comedy
Omid Abtahi	387	Adventure
Lynn Hung	79	Action
Kwok-Kwan Chan	51	Action
William Hootkins	488	Adventure
Lily Cole	785	Biography
Catherine Dyer	768	Biography
Quinton Aaron	734	Drama
Jon Foo	778	Action
Aimee Garcia	618	Drama
Reginald Ballard	64	Comedy
Bruce Green	538	Adventure
Rebecca Mader	505	Comedy
Nichelle Nichols	664	Adventure
Walter Koenig	643	Adventure
Robert Mitchum	1000	Crime
Amy Schumer	492	Comedy
Josh Segarra	213	Comedy
Nicole Sullivan	358	Comedy
Sherri Shepherd	278	Comedy
Matt McCoy	398	Crime
Lauren Ambrose	945	Comedy
Natasha Henstridge	900	Action
Marg Helgenberger	759	Action
Jordan Lund	25	Action
Lin Shaye	852	Comedy
Amanda Wyss	574	Horror
Anne Parillaud	130	Action
Judith Godrèche	80	Action
Kevin Connolly	638	Drama
Kiersey Clemons	190	Comedy
Al Freeman Jr.	318	Biography
Charlyne Yi	529	Comedy
Mackenzie Aladjem	120	Comedy
Craig Parker	978	Action
Steven Mackintosh	227	Drama
Christine Taylor	838	Comedy
Victor Webster	940	Comedy
Jaymes Butler	2000	Action
Heather O'Rourke	887	Horror
Zelda Rubinstein	770	Horror
Beau Bridges	552	Drama
Jamie Hector	248	Action
Danneel Ackles	1000	Comedy
Ashley Williams	969	Drama
Steve Howey	826	Comedy
Kirsten Day	196	Comedy
Jodi Lyn O'Keefe	897	Drama
Logan Browning	628	Drama
Tatum O'Neal	288	Comedy
Vic Morrow	257	Comedy
Joyce Van Patten	57	Comedy
Raul Julia	1000	Comedy
Emilia Fox	396	Biography
Frank Finlay	338	Drama
Ed Stoppard	95	Biography
Keisha Castle-Hughes	446	Drama
Hiam Abbass	224	Drama
Shaun Toub	206	Drama
Paris Hilton	716	Horror
Brian Van Holt	324	Horror
Colin Stinton	23	Drama
Aaliyah	775	Drama
Kevin Peter Hall	636	Action
Jesse Tyler Ferguson	648	Crime
Joseph Cross	398	Drama
Douglas Smith	480	Comedy
Sam J. Jones	455	Action
Cicely Tyson	907	Drama
Carmen Ejogo	374	Action
Leon Rippy	229	Crime
Bill Bailey	175	Comedy
Eros Vlahos	167	Comedy
Frank Whaley	436	Drama
Nicki Aycox	296	Drama
Joanna Lumley	973	Family
Ken Arnold	327	Action
Benjamin J. Cain Jr.	73	Action
Richard Cetrone	63	Action
Pip Torrens	72	Adventure
Richard Thomas	549	Comedy
Drake Bell	1000	Comedy
Marion Ross	418	Action
Alona Tal	1000	Crime
Michael Beach	344	Crime
Shannon Elizabeth	1000	Comedy
Portia de Rossi	573	Horror
Jim Gaffigan	472	Comedy
Richard T. Jones	328	Comedy
Michael Mosley	253	Action
Lucy Gordon	61	Adventure
Alex Jennings	39	Drama
Wendell Pierce	458	Romance
Austin Nichols	663	Sport
Brooke Shields	1000	Comedy
Matt Prokop	734	Comedy
Cariba Heine	351	Action
Richard Brancatisano	174	Action
Lysette Anthony	136	Action
Rosanna Arquette	605	Drama
Dann Florek	367	Action
Christopher Rich	150	Action
Jason Behr	505	Drama
Michiel Huisman	2000	Drama
Bashar Rahal	603	Action
Shawn Doyle	230	Action
Paul Sorvino	635	Comedy
Lela Rochon	316	Action
Ray Nicholas	105	Action
Maurice Compte	120	Action
Benno Fürmann	127	Thriller
Soleyman Pierini	22	Adventure
Jade Kindar-Martin	6	Adventure
Marley Shelton	690	Adventure
Lee Arenberg	457	Action
Angus Macfadyen	448	Action
Warren Brown	256	Crime
Rie Rasmussen	115	Crime
Isabelle Carré	45	Adventure
Jeremy W. Auman	3	Drama
Jeffrey Dover	2	Drama
Tobey Maguire	0	Drama
Maricel Álvarez	30	Drama
Hanaa Bouchaib	9	Drama
Eduard Fernández	7	Drama
Beverly D'Angelo	816	Drama
Aml Ameen	149	Action
Jacob Latimore	129	Action
June Diane Raphael	249	Comedy
Melissa McMeekin	141	Comedy
Ellen Burstyn	1000	Drama
Kevin J. O'Connor	248	Drama
Hudson Leick	239	Action
Sami Gayle	566	Action
Rumi Hiiragi	6	Adventure
Yûki Amami	3	Adventure
Yuria Nara	2	Adventure
Tiago Riani	989	Drama
Melissa Benoist	970	Drama
Hayley Lovitt	954	Drama
Eva Marie Saint	649	Drama
Vincent Perez	292	Adventure
Terry Pheto	113	Drama
Fana Mokoena	98	Biography
Tony Kgoroge	38	Biography
Kyle Hebert	324	Adventure
Brianne Brozey	15	Adventure
Joe Ochman	11	Adventure
Veronika Vernadskaya	150	Action
Dato Bakhtadze	48	Action
Ryan Guzman	3000	Music
Stephen Boss	594	Drama
Rachel Blanchard	491	Thriller
Chris Ellis	178	Crime
Marco St. John	403	Action
Eddie Jemison	336	Drama
Robert John Burke	317	Thriller
Kenny Baker	504	Adventure
Ryan Kruger	165	Action
David Kross	388	Drama
Susanne Lothar	50	Drama
Kyra Sedgwick	941	Drama
David Gallagher	796	Drama
Héctor Jiménez	327	Comedy
Wendi McLendon-Covey	655	Comedy
Steve Bannos	460	Comedy
Portia Doubleday	534	Action
Cas Anvar	491	Thriller
Russell Peters	355	Mystery
Illeana Douglas	344	Drama
Danny Nucci	242	Adventure
Michael DeLorenzo	240	Adventure
Julian Richings	648	Drama
Judy Davis	223	Drama
John Belushi	1000	Comedy
Ken Howard	649	Drama
Holmes Osborne	83	Drama
Kyle Schmid	917	Drama
Pat Hingle	165	Action
Roberts Blossom	159	Action
Mike Doyle	160	Comedy
Nora Dunn	142	Comedy
Marc Anthony	368	Drama
Sonja Sohn	245	Drama
Andrea Martin	179	Comedy
George Kennedy	3000	Comedy
Rollo Weeks	239	Action
Simon Callow	239	Romance
Jean Louisa Kelly	320	Drama
Doug Cockle	24	Action
Hope Davis	442	Drama
Peter Jason	151	Horror
Brian McNamara	125	Comedy
Chita Rivera	151	Comedy
Jayne Eastwood	90	Comedy
Joey Lauren Adams	781	Comedy
Lucas Bryant	359	Drama
Dillon Casey	281	Drama
Carel Struycken	436	Comedy
Heather Matarazzo	529	Comedy
Rodger Bumpass	217	Adventure
Spencer Treat Clark	541	Drama
Tom Guiry	262	Crime
Mike Colter	567	Drama
Bern Cohen	805	Comedy
Yetta Gottesman	71	Comedy
Casey Kasem	844	Adventure
Melinda Dillon	252	Drama
Chris Lowell	940	Drama
June Squibb	344	Comedy
Howard Hesseman	322	Comedy
Cory Hardrict	303	Comedy
Vincent Leclerc	18	Comedy
Daniel Rindress-Kay	7	Comedy
Tracie Thoms	502	Action
Christine Cavanaugh	368	Comedy
Jean Smart	329	Comedy
Maria Thayer	344	Comedy
Zach Gilford	971	Drama
Tony Nappo	654	Crime
Fionnula Flanagan	482	Thriller
Antony Starr	506	Adventure
Scott Adsit	316	Adventure
Bonnie Somerville	246	Adventure
Christa B. Allen	533	Comedy
Audrey Fleurot	204	Comedy
Nina Arianda	183	Comedy
John Savage	652	Drama
Raphael Sbarge	362	Drama
Brenda Song	1000	Comedy
Anne Meara	837	Comedy
Priscilla Presley	348	Comedy
Patrick Macnee	1000	Action
Tanya Roberts	433	Adventure
Mark Gatiss	567	Comedy
Geraldine McEwan	269	Animation
Peter Sallis	100	Animation
Nellie McKay	37	Drama
Frankie Muniz	934	Family
Alfie Allen	1000	Drama
Brenda Blethyn	286	Drama
Marcia DeBonis	60	Comedy
Luisa Ranieri	22	Comedy
Ken Takakura	255	Action
Kate Capshaw	237	Action
Larry David	860	Comedy
Mehcad Brooks	696	Drama
Derek Luke	543	Drama
Edgar Arreola	455	Action
Bernardo Saracino	221	Action
Oona Laurence	424	Drama
Emmanuelle Vaugier	1000	Comedy
Facundo Lombard	357	Drama
Sanoe Lake	64	Drama
Christian Stolte	189	Comedy
Danny Rhodes	77	Comedy
Mark Rendall	72	Horror
Megan Franich	63	Horror
Method Man	362	Comedy
Yaphet Kotto	581	Thriller
Maria Conchita Alonso	571	Comedy
Richard Dawson	384	Action
Tisha Campbell-Martin	413	Comedy
Jessica Barden	157	Action
Vicky Krieps	33	Action
John Macmillan	21	Action
Yaya DaCosta	712	Drama
Jasika Nicole	439	Drama
Jurnee Smollett-Bell	2000	Drama
Alan Oppenheimer	271	Adventure
Tom Kane	265	Action
Katie Lowes	273	Crime
Luke Mably	438	Comedy
Robert Lopez	73	Adventure
Huell Howser	69	Adventure
Cheri Oteri	244	Comedy
Kirk Baltz	199	Comedy
Graham Beckel	95	Comedy
Tika Sumpter	521	Drama
Josh Hopkins	491	Biography
Aunjanue Ellis	400	Drama
Rhys Wakefield	942	Drama
Dave Annable	642	Comedy
Jacki Weaver	401	Comedy
Daniel Stern	796	Drama
Aisha Hinds	343	Crime
Cameron Bright	829	Thriller
Drea de Matteo	739	Action
Hugh Dillon	431	Action
Stephen Baldwin	561	Drama
Doug E. Doug	953	Comedy
Sarah Polley	900	Drama
David Hewlett	686	Sci-Fi
Delphine Chanéac	559	Drama
Jordan Prentice	322	Action
Eddie Cibrian	849	Comedy
Lobo Sebastian	206	Comedy
Robert Costanzo	130	Comedy
Jessica Paré	489	Drama
Christopher Cousins	93	Drama
Mark Camacho	40	Drama
Grace Phipps	596	Comedy
Reid Ewing	343	Comedy
Sandra Vergara	133	Comedy
Michael Greyeyes	909	Drama
Texas Battle	315	Action
James Burnett	236	Action
Christiana Leucas	165	Action
Munro Chambers	353	Drama
Stark Sands	143	Comedy
Terence Maynard	120	Comedy
Phil LaMarr	857	Animation
Lynda Boyd	83	Drama
Atom Egoyan	460	Comedy
Paul Gross	329	Comedy
Ólafur Darri Ólafsson	147	Crime
Ingvar Eggert Sigurðsson	63	Drama
Björn Hlynur Haraldsson	51	Crime
Richard Roundtree	240	Action
Ned Bellamy	91	Thriller
James Biberi	174	Drama
Emir Kusturica	2000	Drama
Saïd Taghmaoui	378	Action
Bill Paterson	142	Biography
Lucy Boynton	135	Biography
Toby Leonard Moore	181	Action
Nicholas Tse	107	Action
Holly Valance	816	Action
Sarah Carter	748	Action
Jaycee Chan	187	Action
Louise Bourgoin	295	Comedy
Sandrine Kiberlain	71	Comedy
Kad Merad	55	Comedy
Kathy Baker	313	Action
Patrick Lyster	11	Biography
Tyrone Keogh	11	Biography
Jemima West	432	Drama
Konstantin Khabenskiy	114	Adventure
Sergey Garmash	21	Adventure
Chiara Caselli	24	Crime
Birgitte Hjort Sørensen	1000	Comedy
Hana Mae Lee	751	Comedy
Dallas Roberts	405	Drama
Tyler Hilton	154	Biography
Amanda Schull	757	Drama
Kirk Acevedo	641	Adventure
Milos Forman	869	Comedy
Bradley Pierce	409	Adventure
Mark Williams	373	Adventure
Dick Clark	504	Crime
David Julian Hirsh	147	Biography
Jennifer Hall	89	Biography
Hannah Spearritt	363	Comedy
Jason Lewis	948	Drama
Angel Coulby	566	Drama
Scott Weinger	631	Adventure
Neil Brown Jr.	427	Drama
R. Marcos Taylor	303	Biography
Amrish Puri	429	Action
John Sessions	83	Biography
Enrique Iglesias	876	Action
Reginald VelJohnson	541	Action
Charlie Talbert	767	Biography
Demetri Martin	210	Comedy
Eddie Cahill	639	Biography
Kenneth Mitchell	250	Biography
Alex Rocco	968	Comedy
Shun Oguri	173	Adventure
Yû Aoi	59	Adventure
Haruma Miura	47	Adventure
Rebecca De Mornay	872	Drama
Topol	402	Action
Lilli Lavine	11	Comedy
David Sparrow	9	Comedy
Ann Talman	6	Comedy
Mia Sara	664	Action
Gloria Reuben	186	Action
David Lyons	576	Drama
Noah Lomax	447	Drama
Mimi Kirkland	325	Drama
Omri Katz	336	Comedy
Larry Bagby	115	Comedy
Lily Rabe	763	Comedy
Elizabeth McGovern	553	Drama
Deborah Twiss	488	Action
Dilshad Vadsaria	579	Action
Jeri Ryan	1000	Action
Talulah Riley	422	Drama
Simon Woods	241	Drama
Sean Young	759	Sci-Fi
Richard Sammel	194	Action
Tómas Lemarquis	114	Action
Oleg Taktarov	327	Crime
Antoni Corone	97	Drama
Bob Clendenin	347	Drama
Ben Chaplin	258	Drama
Philippe Labro	3	Documentary
Samaire Armstrong	806	Thriller
Mary McCormack	428	Comedy
Ron Eldard	385	Drama
George Lopez	453	Comedy
Mara Wilson	1000	Comedy
Francis Capra	937	Comedy
Dominic Flores	1000	Comedy
Bella Heathcote	860	Horror
Tenzin Thuthob Tsarong	2	Biography
Tulku Jamyang Kunga Tenzin	2	Biography
Tencho Gyalpo	0	Biography
Katherine Parkinson	261	Comedy
Fenella Woolgar	87	Comedy
Donald Faison	927	Comedy
Elena Anaya	1000	Drama
Eduardo Noriega	278	Drama
Louis Jourdan	594	Action
Kabir Bedi	303	Action
Steven Berkoff	293	Adventure
Harold Ramis	11000	Comedy
Martin Starr	985	Comedy
Sofia Vassilieva	489	Drama
Jeffrey Markle	228	Drama
Richard Wilson	358	Adventure
Phil Davis	386	Drama
Andrew Simpson	99	Crime
Shaun Parkes	78	Crime
Jake McDorman	535	Crime
Matthew Settle	477	Drama
Tatyana Ali	685	Drama
Aretha Franklin	809	Action
Ray Charles	326	Action
Michael Rady	523	Comedy
Dolly Parton	1000	Comedy
Jeremy Jordan	773	Comedy
Sharon Small	66	Drama
Christopher Webster	5	Comedy
Peter McNicholl	3	Comedy
Ty Olsson	429	Horror
Barret Oliver	312	Adventure
Jackie Gleason	491	Comedy
Art Carney	154	Comedy
Joyce Randolph	94	Comedy
Piper Laurie	303	Mystery
Jean Marsh	146	Adventure
Tim Rose	137	Adventure
Lew Temple	597	Crime
Vanesa Tomasino	355	Horror
William Mapother	398	Drama
Junix Inocian	132	Action
Paul Barber	57	Action
Eion Bailey	749	Crime
John Neville	387	Drama
Kim-Marie Woodhouse	5	Drama
Amy Carson	4	Drama
Joseph Kaiser	3	Drama
Julie Gonzalo	528	Comedy
Gerry Bednob	218	Comedy
Martin Clunes	264	Comedy
Boyd Holbrook	439	Drama
David Harbour	313	Crime
Jeanne Moreau	343	Comedy
Rob McElhenney	813	Comedy
Kaitlin Olson	547	Comedy
Glenn Howerton	424	Comedy
Ryan O'Neal	385	Drama
Dirk Bogarde	232	Drama
Wolfgang Preiss	14	Drama
Robert Pine	332	Thriller
Carl Gilliard	285	Mystery
Suzie Plakson	178	Mystery
Michael Landes	439	Horror
Keegan Connor Tracy	392	Horror
Kate Walsh	850	Action
Larry Hankin	412	Comedy
Paula Garcés	587	Comedy
Jason George	528	Comedy
Todd Allen	130	Drama
Brad Leland	67	Action
Seth Meyers	307	Comedy
Gregory Itzin	216	Drama
Jack Thompson	155	Drama
Pam Ferris	771	Crime
Mario Van Peebles	535	Thriller
David Conrad	642	Fantasy
Monica Keena	512	Fantasy
Kirstie Alley	980	Comedy
Paul Hogan	442	Adventure
Chelsea Field	95	Adventure
Jessica Wesson	26	Adventure
Donald Sumpter	151	Mystery
Christo Jivkov	260	Drama
Maia Morgenstern	252	Drama
Hristo Shopov	113	Drama
Matthew Lawrence	711	Drama
Dreama Walker	601	Drama
Ahney Her	198	Drama
Luke Bracey	775	Romance
DeVaughn Nixon	164	Action
Embeth Davidtz	795	Drama
Caroline Goodall	212	Biography
Jamie Blackley	203	Biography
Igor Jijikine	65	Adventure
Agnia Ditkovskite	48	Adventure
Katharine Isabelle	918	Thriller
Jason Ritter	782	Drama
Ava Acres	213	Drama
Sara Stewart	127	Drama
Ben Feldman	1000	Horror
Liza Lapira	387	Action
Kevin Nash	642	Comedy
Paige Turco	533	Action
Ernie Reyes Jr.	445	Action
Billy Drago	371	Thriller
Charles Martin Smith	188	Crime
Bryan Callen	460	Comedy
Leslie Caron	399	Drama
Hugh O'Conor	163	Drama
Bob Newhart	643	Comedy
Gedde Watanabe	448	Comedy
Greta Gerwig	962	Comedy
Dana Delany	722	Drama
Lee Remick	264	Fantasy
Patrick Troughton	139	Fantasy
Billie Whitelaw	108	Mystery
Chelan Simmons	440	Horror
Gina Holden	346	Horror
Riley Thomas Stewart	220	Drama
Jay R. Ferguson	204	Drama
Larry the Cable Guy	400	Comedy
Darcy Donavan	640000	Comedy
Chris Gauthier	434	Thriller
Rebecca Gayheart	468	Action
David O'Hara	736	Action
Paul F. Tompkins	111	Drama
Kevin Breznahan	104	Drama
Flea	535	Adventure
Nancy Cartwright	362	Adventure
Eddie Griffin	489	Comedy
Katharine McPhee	852	Comedy
Keshia Knight Pulliam	619	Comedy
LisaRaye McCoy	485	Comedy
Gregory Alan Williams	367	Biography
Oliver James	1000	Family
Jonathan Breck	270	Horror
Billy Aaron Brown	177	Horror
DMX	432	Action
Alexandra Breckenridge	1000	Comedy
Laura Ramsey	960	Horror
Lily Atkinson	328	Comedy
Emma de Caunes	132	Comedy
Steve Pemberton	100	Comedy
Nicholas Gonzalez	601	Drama
Salli Richardson-Whitfield	543	Action
Johnny Messner	522	Action
Aaron Staton	702	Drama
Fanny Ardant	288	Biography
Eric Cantona	240	Biography
Alexis Arquette	285	Comedy
Park Bench	81	Comedy
Vince Corazza	71	Comedy
Joseph Cotten	469	Action
Richard Anderson	377	Action
James Whitmore	288	Action
Richard Briers	401	Comedy
Victoria Beckham	199	Comedy
Ari Graynor	904	Comedy
J.B. Smoove	555	Comedy
Kylie Bunbury	370	Comedy
Essence Atkins	713	Comedy
Jere Burns	460	Adventure
Linda Kozlowski	162	Adventure
Cjon Saulsberry	571	Crime
Griffin Cleveland	81	Crime
Connie Ray	90	Comedy
Trevor Blumas	89	Comedy
Amy Stewart	28	Comedy
Tyrone Giordano	172	Comedy
James Read	165	Comedy
Taron Egerton	732	Biography
Justin Fletcher	45	Animation
John Sparkes	7	Animation
Kate Harbour	3	Animation
Óscar Jaenada	619	Thriller
Don McManus	98	Comedy
Scott Mechlowicz	634	Drama
Jacob Pitts	360	Comedy
Claudia Christian	462	Action
Nia Peeples	444	Action
Tony Plana	223	Action
Tyler James Williams	931	Comedy
Bebe Neuwirth	376	Adventure
Matthew Knight	464	Drama
Amanda Tilson	58	Drama
Gillian Jacobs	837	Drama
Jonathan Tucker	664	Horror
Sergio Calderón	49	Horror
Emily Meade	374	Mystery
Zena Grey	255	Horror
Chris Marquette	355	Drama
Timothy Bottoms	155	Comedy
Jacob Young	111	Comedy
Zach Grenier	246	Thriller
Paul Ben-Victor	218	Action
Tara Fitzgerald	151	Biography
Jorma Taccone	434	Comedy
Chris Parnell	432	Comedy
Devon Murray	219	Drama
Pauline McLynn	70	Drama
Patrick St. Esprit	148	Drama
Steve Railsback	246	Action
Peter Firth	141	Action
Jennifer Hale	918	Action
Marco Treviño	562	Biography
Kate Burton	223	Drama
Peter Kwong	52	Action
Malonn Lévana	20	Comedy
Alice Pol	8	Comedy
William Morgan Sheppard	702	Drama
James Patrick Stuart	251	Drama
John Doe	181	Drama
Tom Amandes	151	Drama
Daniel Lapaine	92	Drama
Madison Davenport	459	Horror
Natasha Calis	309	Horror
Cathryn de Prume	354	Drama
Rhys Coiro	268	Action
Christopher Evan Welch	252	Drama
Brian Bosworth	174	Action
Sam McMurray	132	Action
Richard Gant	120	Action
Donovan Scott	54	Adventure
Ted Wass	42	Adventure
Kaylee DeFer	324	Action
Jack Plotnick	248	Comedy
Craig Hall	50	Biography
Don McKellar	45	Drama
Joe Pingue	30	Drama
Yûsuke Iseya	18	Drama
Michael Paré	492	Action
Julie Adams	132	Comedy
Dallas Barnett	473	Fantasy
Erica Linz	31	Fantasy
Igor Zaripov	31	Fantasy
Aidan McArdle	266	Drama
James Tupper	240	Drama
Sean Buchanan	234	Crime
Liya Kebede	232	Crime
Shawn Hatosy	407	Drama
Benoît Magimel	173	Drama
Gilles Lellouche	92	Comedy
Scout Taylor-Compton	908	Drama
Gil Birmingham	416	Comedy
Yolande Moreau	44	Adventure
André Wilms	9	Adventure
Jérôme Deschamps	0	Adventure
Evgeniy Mironov	15	Adventure
Aleksandr Bashirov	7	Adventure
Dan O'Herlihy	128	Action
Jack Hawkins	87	Drama
Siu-Wong Fan	79	Action
Wai-Keung Lau	55	Action
Kevin Williamson	221	Horror
Lori Singer	304	Drama
Leah Remini	909	Comedy
Harry Shearer	161	Comedy
Jeff Anderson	216	Comedy
Jennifer Schwalbach Smith	92	Comedy
Kathleen Wilhoite	265	Comedy
David Arquette	611	Comedy
Lena Horne	738	Adventure
Diana Ross	295	Adventure
Theresa Merritt	227	Adventure
Ellen Albertini Dow	957	Comedy
Lolita Davidovich	197	Comedy
Kelly Brook	859	Comedy
A.J. Langer	254	Comedy
Donald Pleasence	742	Thriller
Kenneth Williams	83	Action
Clive Revill	73	Action
Derek Graf	11	Adventure
Anthony Daniels	441	Action
Theresa Randle	244	Action
O.J. Simpson	144	Comedy
Brendan Fehr	847	Horror
Kerr Smith	591	Horror
Catherine Dent	99	Comedy
Brian Johnson	128	Drama
Matt Letscher	105	Drama
Jessica Bowman	81	Mystery
Dell Yount	62	Mystery
Keeley Hawes	228	Adventure
Oliver Stark	88	Adventure
Eva Amurri Martino	797	Drama
Dan Hedaya	281	Comedy
Lainie Kazan	249	Comedy
Judith Barsi	912	Adventure
Lynn Whitfield	434	Thriller
Garrett Morris	424	Comedy
Ian Hart	261	Drama
James Bolam	57	Drama
Benoît Poelvoorde	86	Biography
Marie Gillain	64	Biography
Landon Liboiron	1000	Drama
Tom Burke	201	Drama
Iben Hjejle	123	Comedy
Gaye Brown	30	Comedy
Romola Garai	805	Drama
Roger Lloyd Pack	539	Drama
Lillete Dubey	73	Drama
Bingbing Fan	556	Action
Simon Yam	155	Action
Drew Powell	129	Fantasy
Kim Thomson	25	Fantasy
Alexandra Silber	23	Fantasy
Joan Rivers	1000	Adventure
Dick Van Patten	605	Comedy
Michael Winslow	542	Comedy
Cem Yilmaz	523	Drama
Phil Leeds	71	Drama
Angus T. Jones	1000	Family
Debra Monk	86	Drama
Michael Papajohn	241	Comedy
Colleen Haskell	182	Comedy
Manish Dayal	820	Comedy
Charlotte Le Bon	201	Comedy
Juhi Chawla	171	Comedy
Ray McKinnon	287	Action
Roma Downey	329	Biography
Darwin Shaw	55	Biography
Shane Brolly	105	Action
Julian Fellowes	266	Biography
Charles Keating	137	Comedy
Jack Reynor	390	Comedy
Bobby Moynihan	311	Comedy
Matthew Daddario	110	Drama
Radivoje Bukvic	150	Thriller
Pawel Szajda	104	Thriller
Grigoriy Dobrygin	100	Thriller
Neil Diamond	226	Comedy
Kyle Gass	110	Comedy
Zachary Gordon	975	Comedy
Jason Mewes	898	Comedy
Bruce Dern	844	Drama
Paulo Costanzo	486	Comedy
Aries Spears	83	Comedy
Rock Hudson	638	Comedy
Vernon Dobtcheff	50	Drama
Jeremy Kemp	42	Comedy
Sebastian Koch	380	Drama
Roger Cross	290	Comedy
Ben Crompton	257	Thriller
Anne-Marie Duff	231	Drama
Joe Spinell	85	Adventure
Amidou	35	Adventure
Romain Duris	809	Comedy
Ludivine Sagnier	521	Drama
Fabrice Luchini	80	Comedy
Dendrie Taylor	120	Crime
Pablo Rago	20	Adventure
Diego Ramos	10	Adventure
Gabriel Almirón	0	Adventure
Ornella Muti	385	Comedy
Alessandra Mastronardi	159	Comedy
Warren Clarke	281	Thriller
Kenneth Colley	216	Action
Trey Parker	406	Comedy
Matt Hill	199	Action
DeWayne Warren	39	Drama
Qi Shu	1000	Action
Matt Schulze	447	Action
Leslie Hope	149	Action
Jason London	711	Horror
Eddie Kaye Thomas	484	Horror
Chris Harrison	98	Game-Show
Elaine Hendrix	670	Comedy
Sarah Wynter	186	Comedy
Dom DeLuise	842	Comedy
Teri Garr	481	Drama
Ian Somerhalder	16000	Drama
Kimberly J. Brown	409	Comedy
Steve Harris	338	Comedy
Bam Margera	608	Comedy
Steve-O	362	Comedy
Chris Pontius	218	Comedy
Murray Hamilton	366	Adventure
Joseph Mascolo	85	Adventure
Ali Hillis	597	Adventure
Hayley McFarland	697	Horror
Mark Duplass	830	Comedy
Mike White	487	Comedy
Shailene Woodley	8000	Drama
Nick Krause	727	Comedy
Zane Holtz	265	Adventure
Ski Carr	165	Adventure
Bobby Coleman	360	Romance
Melissa Ordway	318	Drama
Taran Killam	500	Comedy
Jason Weaver	284	Comedy
Brendan Coyle	418	Drama
Romeo Miller	582	Drama
Fernando Rey	165	Action
Tony Lo Bianco	109	Action
Phil Collins	455	Adventure
Tony Jay	384	Comedy
Barry Watson	526	Drama
Skye McCole Bartusiak	392	Drama
Charles Mesure	349	Drama
Marc Macaulay	107	Drama
Kath Soucie	304	Animation
Ken Sansom	16	Animation
Aryana Engineer	602	Horror
Joseph Julian Soria	465	Adventure
Lamman Rucker	607	Comedy
David Mann	378	Comedy
Denise Boutte	295	Comedy
Jamey Sheridan	168	Biography
Brian d'Arcy James	77	Biography
Richard Lawson	508	Comedy
Alex Winter	636	Adventure
Maximilian Schell	877	Action
Yvette Mimieux	160	Action
Violante Placido	978	Crime
Thekla Reuten	191	Crime
Filippo Timi	101	Crime
Dave Foley	401	Comedy
Anneliese van der Pol	354	Comedy
Harriet Walter	119	Drama
Dermot Crowley	51	Drama
Jeremy Shada	860	Action
Gunnar Hansen	383	Horror
Keram Malicki-Sánchez	333	Horror
Shaun Sipos	322	Thriller
William McNamara	10000	Western
Marisa Saks	31000	Comedy
Lee Marvin	756	Comedy
Lucas Grabeel	755	Drama
Jan Cornet	76	Action
María Botto	47	Action
Isaiah Washington	534	Comedy
Francesca Rettondini	78	Horror
Jeff Perry	254	Crime
Skyler Samuels	429	Crime
Jesper Christensen	100	Drama
Romi Aboulafia	22	Drama
Jason Beghe	297	Horror
Margaret Cho	270	Horror
James Wolk	938	Comedy
