Movie	title_year	duration	gross	genres	plot_keywords	language	content_rating	budget	country	aspect_ratio	color	movie_imdb_link	imdb_score	num_critic_for_reviews	num_user_for_reviews	num_voted_users	facenumber_in_poster	director_facebook_likes	cast_total_facebook_likes	movie_facebook_likes
Blood and Chocolate	2007	98	3525161	Drama	colorado|love|murder|rocky mountains|werewolf	English	PG-13		USA	2.35	Color	http://www.imdb.com/title/tt0397044/?ref_=fn_tt_tt_1	5.5	106	190	15388	0	18	1675	0
You Will Meet a Tall Dark Stranger	2010	98	3247816	Comedy	call girl|charlatan|fortune teller|manuscript|writer	English	R	22000000	USA	1.85	Color	http://www.imdb.com/title/tt1182350/?ref_=fn_tt_tt_1	6.3	223	108	36145	0	11000	19310	0
Never Let Me Go	2010	103	2412045	Drama	boarding school|childhood|love|love triangle|organ donation	English	R	15000000	UK	2.35	Color	http://www.imdb.com/title/tt1334260/?ref_=fn_tt_tt_1	7.2	328	320	109873	0	132	12867	33000
The Company		286		Drama	cia|mole|revolution|spy|ussr	English			USA	1.78	Color	http://www.imdb.com/title/tt0488352/?ref_=fn_tt_tt_1	7.9	9	39	3828	3		3809	733
Transsiberian	2008	111	2203641	Crime	35 mm digital camera|drugs|murder|train|travel	English	R	15000000	Spain	2.35	Color	http://www.imdb.com/title/tt0800241/?ref_=fn_tt_tt_1	6.7	150	162	42792	0	122	1252	0
The Clan of the Cave Bear	1986	98	1953732	Adventure	cave bear|cro magnon|neanderthal|survival|tradition	English	R	15000000	USA	2.35	Color	http://www.imdb.com/title/tt0090848/?ref_=fn_tt_tt_1	5.3	21	62	4996	0	70	1351	843
Crazy in Alabama	1999	111	1954202	Comedy	abusive husband|alabama|boy|dream|sheriff	English	PG-13	15000000	USA	2.35	Color	http://www.imdb.com/title/tt0142201/?ref_=fn_tt_tt_1	6.3	28	71	5917	0	0	4834	391
Funny Games	2007	111	1294640	Crime	breaking the fourth wall|looking at the camera|remake|serial killer|violence	English	R	15000000	USA	1.85	Color	http://www.imdb.com/title/tt0808279/?ref_=fn_tt_tt_1	6.5	250	436	69569	0	0	6748	0
Listening	2014	100		Drama	divorce papers|fainting|mind control|playground|technology	English			Cambodia	2.35	Color	http://www.imdb.com/title/tt3153582/?ref_=fn_tt_tt_1	5.6	17	13	1933	0	5	527	708
Felicia's Journey	1999	116	819852	Drama	caterer|catering|chef|friend|lawn mower	English	PG-13		Canada	2.35	Color	http://www.imdb.com/title/tt0165773/?ref_=fn_tt_tt_1	7.0	95	83	6690	0	460	5426	284
Metropolis	1927	145	26435	Drama	art deco|bible quote|dance|silent film|worker	German	Not Rated	6000000	Germany	1.33	Black and White	http://www.imdb.com/title/tt0017136/?ref_=fn_tt_tt_1	8.3	260	413	111841	1	756	203	12000
District B13	2004	84	1197786	Action	bomb|gang|police|sister|undercover cop	French	R	12000000	France	2.35	Color	http://www.imdb.com/title/tt0414852/?ref_=fn_tt_tt_1	7.2	141	157	55928	2	180	962	0
Things to Do in Denver When You're Dead	1995	115	529766	Crime	death|finger gun|video message|what happened to epilogue|wheelchair	English	R	7000000	USA	1.85	Color	http://www.imdb.com/title/tt0114660/?ref_=fn_tt_tt_1	6.8	52	144	22345	2	39	14889	0
The Assassin	2015	105	613556	Action	black magic|china|love|refusal to kill|wuxia	Mandarin	Not Rated	15000000	Taiwan	1.37	Color	http://www.imdb.com/title/tt3508840/?ref_=fn_tt_tt_1	6.4	205	87	9427	1	141	1172	0
Buffalo Soldiers	2001	98	353743	Comedy	berlin wall|germany|murder|soldier|specialist	English	R	15000000	UK	2.35	Color	http://www.imdb.com/title/tt0252299/?ref_=fn_tt_tt_1	6.9	109	111	20730	1	34	3578	664
The Return	2003	99	502028	Drama	boy|photograph|return|russian|wilderness	Russian	Unrated		Russia	1.85	Color	http://www.imdb.com/title/tt0376968/?ref_=fn_tt_tt_1	8.0	103	172	31589	0	445	48	0
Ong-bak 2	2008	110	102055	Action	cult film|elephant|jungle|martial arts|stylized violence	Thai	R	300000000	Thailand	2.35	Color	http://www.imdb.com/title/tt0785035/?ref_=fn_tt_tt_1	6.2	110	72	24570	0	0	134	0
Centurion	2010	97	122288	Action	mushroom|mute|roman soldier|screaming|wood carving	English	R		UK	2.35	Color	http://www.imdb.com/title/tt1020558/?ref_=fn_tt_tt_1	6.4	195	201	64777	0	197	15293	0
Silent Trigger	1996	88		Action	assassin|die hard scenario|rangefinder|soldier|veteran	English	R	9000000	Canada	2.35	Color	http://www.imdb.com/title/tt0117653/?ref_=fn_tt_tt_1	5.6	14	29	2699	0	85	1432	154
The Midnight Meat Train	2008	103	73548	Fantasy	butcher|girlfriend|mute character|photographer|subway	English	R	15000000	USA	2.35	Color	http://www.imdb.com/title/tt0805570/?ref_=fn_tt_tt_1	6.1	177	209	47574	0	129	18639	0
Winnie Mandela	2011	104		Biography	character name in title|nelson mandela|one word title|reference to winnie mandela|south africa	English	R	15000000	South Africa		Color	http://www.imdb.com/title/tt1551641/?ref_=fn_tt_tt_1	6.0	17	15	609	2	36	801	705
The Son of No One	2011	90	28870	Crime	housing project|letter|man with glasses|murder|subjective camera	English	R	15000000	USA	2.35	Color	http://www.imdb.com/title/tt1535612/?ref_=fn_tt_tt_1	5.1	62	41	14280	5	68	32814	0
All the Queen's Men	2001	105	22723	Action	apostrophe in title|behind enemy lines|box office flop|gay interest|punctuation in title	English	PG-13	25000000	Germany	2.35	Color	http://www.imdb.com/title/tt0252223/?ref_=fn_tt_tt_1	4.5	19	40	2236	1	24	1732	193
The Good Night	2007	93	20380	Comedy	commercial|dream|dreaming|girl|new york city	English	R	15000000	USA	1.85	Color	http://www.imdb.com/title/tt0484111/?ref_=fn_tt_tt_1	5.9	50	39	7519	1	17	1245	445
Bathory: Countess of Blood	2008	141		Biography	bathory|countess|female protagonist|legend|virgin blood	English	R		Slovakia	2.35	Color	http://www.imdb.com/title/tt0469640/?ref_=fn_tt_tt_1	6.0	25	32	3425	1	15	2528	0
Khumba	2013	85		Adventure	herd|ostrich|waterhole|wildebeest|zebra	English	Not Rated	20000000	South Africa		Color	http://www.imdb.com/title/tt1487931/?ref_=fn_tt_tt_1	5.8	39	12	4006	0	0	29488	0
Automata	2014	109		Action	child hitman|dystopia|future|robot|self repair	English	R	7000000	Bulgaria	2.35	Color	http://www.imdb.com/title/tt1971325/?ref_=fn_tt_tt_1	6.1	136	134	41638	0	19	2829	13000
Dungeons & Dragons: Wrath of the Dragon God	2005	105		Action	combat|helmet|martial arts|medieval times|violence	English	Not Rated	15000000	Germany	1.78	Color	http://www.imdb.com/title/tt0406728/?ref_=fn_tt_tt_1	4.9	26	108	5018	0	93	363	473
Chiamatemi Francesco - Il Papa della gente	2015	98		Biography		Spanish		15000000	Italy		Color	http://www.imdb.com/title/tt3856124/?ref_=fn_tt_tt_1	5.7	4	4	80	0	6	192	18
Shinjuku Incident	2009	119		Action	chinese|gang|gratitude|immigrant|japan	Mandarin	R	15000000	Hong Kong	2.35		http://www.imdb.com/title/tt1075419/?ref_=fn_tt_tt_1	7.1	53	53	9177	4	3	996	821
Pandaemonium	2000	124		Biography	betrayal|french revolution|friendship|poet|revolution	English	PG-13	15000000	UK		Color	http://www.imdb.com/title/tt0210217/?ref_=fn_tt_tt_1	6.6	22	32	695	1	67	1585	277
Groundhog Day	1993	101	70906973	Comedy	cult film|existentialism|groundhog day|time loop|trapped in a time loop	English	PG	14600000	USA	1.85	Color	http://www.imdb.com/title/tt0107048/?ref_=fn_tt_tt_1	8.1	147	609	437418	1	11000	15500	38000
Magic Mike XXL	2015	115	66009973	Comedy	male bonding|male friendship|male objectification|muscular|stripper	English	R	14800000	USA	2.35	Color	http://www.imdb.com/title/tt2268016/?ref_=fn_tt_tt_1	5.7	222	135	38202	3	13	38963	41000
Romeo + Juliet	1996	120	46338728	Drama	hawaiian shirt|love|shakespeare adaptation|shakespeare play|star crossed lovers	English	PG-13	14500000	USA	2.35	Color	http://www.imdb.com/title/tt0117509/?ref_=fn_tt_tt_1	6.8	106	506	167750	2	1000	33791	10000
Sarah's Key	2010	111	7691700	Drama	apartment|escape|jewish family|journalist|key	French	PG-13	10000000	France	2.35	Color	http://www.imdb.com/title/tt1668200/?ref_=fn_tt_tt_1	7.5	136	73	12937	2	15	2140	0
Freedom	2014	94		Drama	19th century|christian film|hymn|religion|slave	English	R	14500000	USA		Color	http://www.imdb.com/title/tt2584018/?ref_=fn_tt_tt_1	6.2	5	13	993	2	5	994	998
Unforgiven	1992	131	101157447	Drama	englishman|leaving flowers on a grave|one last job|reputation|visiting wife's grave	English	R	14400000	USA	2.35	Color	http://www.imdb.com/title/tt0105695/?ref_=fn_tt_tt_1	8.3	131	495	277505	1	16000	28544	10000
Manderlay	2005	139	74205	Drama	cotton|female frontal nudity|flogging|gangster|slavery	English	Not Rated	14200000	Denmark	2.35	Color	http://www.imdb.com/title/tt0342735/?ref_=fn_tt_tt_1	7.4	140	81	18646	1	3000	4211	1000
Slumdog Millionaire	2008	120	141319195	Drama	cheating|falling from height|murder|non professional cast|slum	English	R	15000000	UK	2.35	Color	http://www.imdb.com/title/tt1010048/?ref_=fn_tt_tt_1	8.0	418	1017	641997	0	0	820	13000
Fatal Attraction	1987	119	156645693	Drama	borderline personality disorder|killing a pet|madame butterfly|new york|new york city	English	R	14000000	USA	1.85	Color	http://www.imdb.com/title/tt0093010/?ref_=fn_tt_tt_1	6.9	94	201	55101	0	213	1639	3000
Pretty Woman	1990	125	178406268	Comedy	businessman|falling in love with a prostitute|hotel|prostitute|rich man poor woman	English	R	14000000	USA	1.85	Color	http://www.imdb.com/title/tt0100405/?ref_=fn_tt_tt_1	6.9	82	271	213476	2	0	11135	11000
Towering Inferno		65		Comedy		English			Canada	1.33	Color	http://www.imdb.com/title/tt0691996/?ref_=fn_tt_tt_1	9.5			10	2	0	1125	0
Crocodile Dundee II	1988	108	109306210	Action	australia|australian|crime boss|crocodile|gangster	English	PG	15800000	Australia	2.35	Color	http://www.imdb.com/title/tt0092493/?ref_=fn_tt_tt_1	5.5	32	62	44096	1	5	717	489
Broken Horses	2015	101		Action		English	R	15000000	USA	2.35	Color	http://www.imdb.com/title/tt2503954/?ref_=fn_tt_tt_1	5.7	22	20	1554	0	34	2055	0
Born on the Fourth of July	1989	145	70001698	Biography	desert|drunkenness|religious mother|strict mother|vietnam war	English	R	14000000	USA	2.35	Color	http://www.imdb.com/title/tt0096969/?ref_=fn_tt_tt_1	7.2	72	173	76842	0	0	12098	4000
Cool Runnings	1993	98	68856263	Adventure	bobsled|coach|jamaica|olympic games|olympics	English	PG	15000000	USA	1.85	Black and White	http://www.imdb.com/title/tt0106611/?ref_=fn_tt_tt_1	6.9	39	97	69733	1	226	2496	0
My Bloody Valentine	2009	101	51527787	Horror	coma|death|miner|valentine|valentine's day	English	R	15000000	USA	1.85	Color	http://www.imdb.com/title/tt1179891/?ref_=fn_tt_tt_1	5.5	264	268	45603	0	71	14159	0
Stomp the Yard	2007	109	61356221	Drama	atlanta georgia|competition|dancer|death|fraternity	English	PG-13	14000000	USA	2.35	Color	http://www.imdb.com/title/tt0775539/?ref_=fn_tt_tt_1	5.2	86	162	19505	0	41	3544	0
The Spy Who Loved Me	1977	123	46800000	Action	1970s|cult film|official james bond series|submarine|world war three	English	PG	14000000	UK	2.35	Color	http://www.imdb.com/title/tt0076752/?ref_=fn_tt_tt_1	7.1	112	275	76477	2	43	1326	0
Ghost Hunters		60		Documentary	ghost|paranormal|paranormal research|shaky cam	English			USA		Color	http://www.imdb.com/title/tt0426697/?ref_=fn_tt_tt_1	6.6	17	57	5563	0		552	373
Urban Legend	1998	99	38048637	Horror	campus|death|friend|professor|urban legend	English	R	14000000	USA	2.35	Color	http://www.imdb.com/title/tt0146336/?ref_=fn_tt_tt_1	5.5	101	426	47814	4	9	3500	0
Good Deeds	2012	110	35010192	Comedy	businessman|fight|mean brother|narrated by character|wordplay in title	English	PG-13		USA	2.35	Color	http://www.imdb.com/title/tt1885265/?ref_=fn_tt_tt_1	5.4	42	43	6352	1	0	2226	0
White Fang	1991	107	34793160	Adventure	alaska|dog|friendship|gold|yukon	English	PG	14000000	USA	1.85	Color	http://www.imdb.com/title/tt0103247/?ref_=fn_tt_tt_1	6.7	10	31	15730	1	116	552	0
Superstar	1999	81	30628981	Comedy	dancing|orphan|school|special education|student	English	PG-13	14000000	USA	1.85	Color	http://www.imdb.com/title/tt0167427/?ref_=fn_tt_tt_1	5.0	43	160	15047	1	54	10792	2000
The Iron Lady	2011	105	29959436	Biography	british prime minister|female prime minister|politics|prime minister|told in flashback	English	PG-13	13000000	UK	2.35	Color	http://www.imdb.com/title/tt1007029/?ref_=fn_tt_tt_1	6.4	331	350	82327	1	58	12894	18000
Jonah: A VeggieTales Movie	2002	82	25571351	Adventure	anthropomorphism|pirate|pirate ship|tomato|whale	English	G	14000000	USA	1.85	Color	http://www.imdb.com/title/tt0298388/?ref_=fn_tt_tt_1	6.6	38	78	3135	0	12	49	184
Poetic Justice	1993	109	27515786	Drama	african american|mail carrier|poetry|postal worker|south central los angeles	English	R	14000000	USA	1.85	Color	http://www.imdb.com/title/tt0107840/?ref_=fn_tt_tt_1	5.9	12	31	8904	0	309	1620	0
All About the Benjamins	2002	95	25482931	Action	black comedy|bounty hunter|diamond|machismo|money	English	R	14000000	USA	2.35	Color	http://www.imdb.com/title/tt0278295/?ref_=fn_tt_tt_1	5.7	40	33	9693	2	10	1421	530
Vampire in Brooklyn	1995	100	19900000	Comedy	blood|destiny|nightmare|partner|vampire	English	R	20000000	USA	1.85	Color	http://www.imdb.com/title/tt0114825/?ref_=fn_tt_tt_1	4.5	34	53	17262	1	0	2348	1000
Exorcist II: The Heretic	1977	118		Horror	demon|exorcism|locust|priest|repressed memory	English	R	14000000	USA	1.85	Color	http://www.imdb.com/title/tt0076009/?ref_=fn_tt_tt_1	3.7	82	252	16294	7	128	2704	889
An American Haunting	2005	91	16298046	Horror	flashback|lifting someone into the air|paranormal phenomena|voice over letter|year 1818	English	PG-13	14000000	UK	2.35	Color	http://www.imdb.com/title/tt0429573/?ref_=fn_tt_tt_1	5.0	125	747	22207	0	31	1608	0
My Boss's Daughter	2003	90	15549702	Comedy	boss' daughter|crush|house sitter|housesitting|love interest	English	PG-13	14000000	USA	1.85	Color	http://www.imdb.com/title/tt0270980/?ref_=fn_tt_tt_1	4.6	56	123	24038	2	119	3007	411
A Perfect Getaway	2009	108	15483540	Adventure	cliff|hawaii|island|newlywed|waterfall	English	R	14000000	USA	2.35	Color	http://www.imdb.com/title/tt0971209/?ref_=fn_tt_tt_1	6.5	160	215	56338	4	123	41359	4000
Our Family Wedding	2010	103	20246959	Comedy	california|love|marriage|wedding|wedding dress	English	PG-13	14000000	USA	2.35	Color	http://www.imdb.com/title/tt1305583/?ref_=fn_tt_tt_1	4.9	71	20	5721	2	44	3299	1000
Dead Man on Campus	1998	96	15062898	Comedy	college|college roommate|party|roommate|student	English	R	14000000	USA	1.85	Color	http://www.imdb.com/title/tt0118301/?ref_=fn_tt_tt_1	6.0	37	106	11729	0	0	6861	645
Tea with Mussolini	1999	117	14348123	Comedy	ambassador|american|art|english|italy	English	PG	12000000	Italy	1.85	Color	http://www.imdb.com/title/tt0120857/?ref_=fn_tt_tt_1	6.9	62	157	9323	6	160	1148	970
Thinner	1996	93	15171475	Fantasy	death|doctor|gypsy|judge|lawyer	English	R	8500000	USA	1.85	Color	http://www.imdb.com/title/tt0117894/?ref_=fn_tt_tt_1	5.7	73	122	19805	0	85	2777	0
New York, New York	1977	136		Drama	love|musician|saxophonist|singer|songwriter	English	PG	14000000	USA	1.66	Color	http://www.imdb.com/title/tt0076451/?ref_=fn_tt_tt_1	6.7	59	75	13548	0	17000	23378	932
Crooklyn	1994	115	13640000	Comedy	argument|birthday|bully|coming of age|semi autobiographical	English	PG-13	14000000	USA	1.85	Color	http://www.imdb.com/title/tt0109504/?ref_=fn_tt_tt_1	6.9	25	39	6011	0	0	3267	905
I Think I Love My Wife	2007	94	12550242	Comedy	banker|investment|investment banker|marriage|sex	English	R		USA	1.85	Color	http://www.imdb.com/title/tt0770772/?ref_=fn_tt_tt_1	5.5	97	55	13866	3	0	13446	488
Jason X	2001	85	12610731	Action	jason voorhees|lake|machete|scientist|slasher	English	R	11000000	USA	1.85	Color	http://www.imdb.com/title/tt0211443/?ref_=fn_tt_tt_1	4.4	205	673	38985	1	52	3050	0
Bobby	2006	112	11204499	Drama	campaign|chess|friend|hotel|senator	English	R	14000000	USA	2.35	Color	http://www.imdb.com/title/tt0308055/?ref_=fn_tt_tt_1	7.0	195	270	38142	0	0	13528	0
Head Over Heels	2001	86	10397365	Comedy	apartment|fast motion scene|model|private investigation|suspected murder	English	PG-13	14000000	USA	2.35	Color	http://www.imdb.com/title/tt0192111/?ref_=fn_tt_tt_1	5.4	61	104	11693	5	70	2165	613
Fun Size	2012	86	9402410	Adventure	adult humor|best friend|friend|halloween|teenage girl	English	PG-13	14000000	USA	2.35	Color	http://www.imdb.com/title/tt1663143/?ref_=fn_tt_tt_1	5.4	77	32	11233	1	90	3715	0
The Diving Bell and the Butterfly	2007	112	5990075	Biography	arc de triomphe paris|based on autobiography|coma|elle magazine|male frontal nudity	French	PG-13		France	1.85	Color	http://www.imdb.com/title/tt0401383/?ref_=fn_tt_tt_1	8.0	259	175	89906	1	232	1372	13000
Little Children	2006	137	5459824	Drama	adulterous wife|bar|dysfunctional marriage|sex offender|suburb	English	R	26000000	USA	2.35	Color	http://www.imdb.com/title/tt0404203/?ref_=fn_tt_tt_1	7.6	251	320	92781	0	143	15337	5000
Gossip	2000	90	5108820	Drama	college|college campus|gossip|rape|sex	English	R	24000000	USA	2.35	Color	http://www.imdb.com/title/tt0176783/?ref_=fn_tt_tt_1	5.9	63	112	12519	5	49	12776	853
A Walk on the Moon	1999	107	4741987	Drama	adulterous wife|cheating wife|summer|unfaithfulness|woodstock	English	R	14000000	USA	1.85	Color	http://www.imdb.com/title/tt0120613/?ref_=fn_tt_tt_1	6.6	47	114	6782	1	956	10368	860
Catch a Fire	2006	98	4291965	Biography	attack|coach|colonel|jail|oil refinery	English	PG-13	14000000	France	2.35	Color	http://www.imdb.com/title/tt0437232/?ref_=fn_tt_tt_1	6.7	108	59	9334	3	176	678	447
Soul Survivors	2001	84	3100650	Drama	car accident|college|ghost|girl in panties|white panties	English	PG-13	14000000	USA	1.85	Color	http://www.imdb.com/title/tt0218619/?ref_=fn_tt_tt_1	3.9	64	181	7277	4	12	417	231
Jefferson in Paris	1995	139	2474000	Biography	18th century|ambassador|french revolution|friendship|thomas jefferson	English	PG-13	14000000	France	1.85	Color	http://www.imdb.com/title/tt0113463/?ref_=fn_tt_tt_1	5.7	20	27	2427	1	133	446	127
Easy Virtue	2008	97	2656324	Comedy	estate|female frontal nudity|female nudity|no panties|unhappy marriage	English	PG-13		UK	2.35	Color	http://www.imdb.com/title/tt0808244/?ref_=fn_tt_tt_1	6.7	135	79	16444	4	11	16431	2000
Caravans	1978	127	1000000	Action	afghanistan|caravan|rebel|russian|tribe	English	PG	14000000	Iran	2.35	Color	http://www.imdb.com/title/tt0077296/?ref_=fn_tt_tt_1	6.5	2	8	524	0	109	17250	76
Mr. Turner	2014	150	3958500	Biography	prism|rented room|scrofula|sketching|sunrise	English	R	8200000	UK	2.35	Color	http://www.imdb.com/title/tt2473794/?ref_=fn_tt_tt_1	6.8	262	165	17933	0	608	390	0
Wild Grass	2009	104	403649	Drama	dentist|letter|pilot|skateboard|wallet	French	PG		France	2.35	Color	http://www.imdb.com/title/tt1156143/?ref_=fn_tt_tt_1	6.3	129	31	3174	0	752	799	512
Amen.	2002	132	274299	Biography	jesuit|jew|pope|priest|ss	English	Unrated	103000000	France	1.85	Color	http://www.imdb.com/title/tt0280653/?ref_=fn_tt_tt_1	7.3	69	55	11077	2	333	1429	0
Reign of Assassins	2010	117		Action	martial arts|sword fight|wuxia	Mandarin	R	12000000	China	2.35	Color	http://www.imdb.com/title/tt1460743/?ref_=fn_tt_tt_1	6.9	50	34	6069	2	2	243	1000
The Lucky Ones	2008	115	183088	Comedy	college tuition|guitar|road trip|soldier|stranded	English	R	15000000	USA	1.85	Color	http://www.imdb.com/title/tt0981072/?ref_=fn_tt_tt_1	7.0	57	36	11704	0	168	2243	702
Margaret	2011	186	46495	Drama	accident|bus|loss of virginity|new york city|virginity	English	R	14000000	USA	1.85	Color	http://www.imdb.com/title/tt0466893/?ref_=fn_tt_tt_1	6.5	116	119	12053	1	50	14638	0
Stan Helsing	2009	90		Comedy	dollar bill|double entendre|escaped convict|halloween|striptease	English	R		Canada	1.85	Color	http://www.imdb.com/title/tt1185266/?ref_=fn_tt_tt_1	3.6	45	66	9928	7	10	2207	934
Flipped	2010	90	1752214	Comedy	apology|falling in love|multiple perspectives|narrated by a girl|younger version of character	English	PG	14000000	USA	1.85	Color	http://www.imdb.com/title/tt0817177/?ref_=fn_tt_tt_1	7.7	87	104	60460	0	0	4377	14000
Brokeback Mountain	2005	134	83025853	Drama	gay relationship|homosexuality|mountain|ranch|rodeo	English	R	14000000	USA	1.85	Color	http://www.imdb.com/title/tt0388795/?ref_=fn_tt_tt_1	7.7	357	2254	259837	0	0	39789	13000
Clueless	1995	97	56631572	Comedy	female protagonist|high school|makeover|matchmaker|popularity	English	PG-13	12000000	USA	1.85	Color	http://www.imdb.com/title/tt0112697/?ref_=fn_tt_tt_1	6.8	88	248	123390	1	143	1724	0
Far from Heaven	2002	107	15854988	Drama	african american|catastrophe|family relationships|farewell scene|therapy	English	PG-13	13500000	USA	1.85	Color	http://www.imdb.com/title/tt0297884/?ref_=fn_tt_tt_1	7.4	181	378	36542	2	162	2447	0
Hot Tub Time Machine 2	2015	99	12282677	Comedy	acid trip|gameshow|hot tub|time lord|time machine	English	R	14000000	USA	1.85	Color	http://www.imdb.com/title/tt2637294/?ref_=fn_tt_tt_1	5.1	107	96	28159	4	38	4702	0
Dekalog		55	447093	Drama	meaning of life|moral challenge|morality|search for meaning|ten commandments	Polish	TV-MA		Poland	1.33	Color	http://www.imdb.com/title/tt0092337/?ref_=fn_tt_tt_1	9.1	53	37	12590	0		25	0
Quills	2000	124	7060876	Biography	asylum|lust|male pubic hair|penis|pubic hair	English	R	13500000	UK	1.85	Color	http://www.imdb.com/title/tt0180073/?ref_=fn_tt_tt_1	7.4	132	314	44795	1	133	14726	0
Seven Psychopaths	2012	110	14989761	Comedy	dognapping|gangster|misfiring gun|screenwriter|shih tzu	English	R	15000000	UK	2.35	Color	http://www.imdb.com/title/tt1931533/?ref_=fn_tt_tt_1	7.2	401	284	185845	7	454	4757	52000
The Caveman's Valentine	2001	105	687081	Crime	chrysler building manhattan new york city|delusion|manhattan new york city|new york city|title directed by female	English	R		USA	1.85	Color	http://www.imdb.com/title/tt0182000/?ref_=fn_tt_tt_1	6.0	58	59	5602	0	148	1767	329
The Border		41		Action		Polish			Poland		Color	http://www.imdb.com/title/tt4048942/?ref_=fn_tt_tt_1	7.4	1	2	271	4		74	64
Downfall	2004	178	5501940	Biography	bunker|hitler|nazi|no exit|war ruins	German	R	13500000	Germany	1.85	Color	http://www.imdb.com/title/tt0363163/?ref_=fn_tt_tt_1	8.3	192	564	248354	0	101	2334	14000
The Sea Inside	2004	125	2086345	Biography	dignity|euthanasia|freedom|lawyer|sailor	Spanish	PG-13	10000000	Spain	2.35	Color	http://www.imdb.com/title/tt0369702/?ref_=fn_tt_tt_1	8.1	157	140	64556	1	448	529	0
Under the Skin	2013	108	2605039	Drama	alien|desire|female nudity|male frontal nudity|scotland	English	R		UK	1.85	Color	http://www.imdb.com/title/tt1441395/?ref_=fn_tt_tt_1	6.3	454	616	85022	0	143	19086	29000
Good Morning, Vietnam	1987	121	123922370	Biography	disc jockey|friendship|radio|vietnam|vietnamese	English	R	13000000	USA	1.85	Color	http://www.imdb.com/title/tt0093105/?ref_=fn_tt_tt_1	7.3	62	131	98348	1	272	50141	0
The Last Godfather	2010	100	163591	Comedy	mafia|mafia boss|mafiosi|mafioso|three word title	English	PG-13	13400000	South Korea	1.78	Color	http://www.imdb.com/title/tt1584131/?ref_=fn_tt_tt_1	3.6	4	17	912	5	26	2895	502
Justin Bieber: Never Say Never	2011	115	73000942	Documentary	boyhood friend|manager|plasma tv|prodigy|star	English	G	13000000	USA	1.85	Color	http://www.imdb.com/title/tt1702443/?ref_=fn_tt_tt_1	1.6	84	233	74351	1	209	714	62000
Black Swan	2010	108	106952327	Drama	ballerina|ballet|fear|female protagonist|madness	English	R	13000000	USA	2.35	Color	http://www.imdb.com/title/tt0947798/?ref_=fn_tt_tt_1	8.0	669	1140	551363	1	0	38072	106000
The Godfather: Part II	1974	220	57300000	Crime	1950s|corrupt politician|lake tahoe nevada|melancholy|revenge	English	R	13000000	USA	1.85	Color	http://www.imdb.com/title/tt0071562/?ref_=fn_tt_tt_1	9.0	149	650	790926	1	0	39960	14000
Save the Last Dance	2001	112	91038276	Drama	dance|dancing|ghetto|hip hop|imperative in title	English	PG-13	13000000	USA	1.85	Color	http://www.imdb.com/title/tt0206275/?ref_=fn_tt_tt_1	6.1	101	320	47876	0	49	1307	0
A Nightmare on Elm Street 4: The Dream Master	1988	99	49369900	Fantasy	demon|dream|elm street|freddy krueger|nightmare	English	R	7000000	USA	1.85	Color	http://www.imdb.com/title/tt0095742/?ref_=fn_tt_tt_1	5.7	102	260	36108	0	212	450	0
Miracles from Heaven	2016	109	61693523	Drama	child cancer|christian film|christianity|falling into a hole|inspiring	English	PG	13000000	USA	1.85	Color	http://www.imdb.com/title/tt4257926/?ref_=fn_tt_tt_1	6.8	63	55	6276	0	36	7833	16000
Dude, Where's My Car?	2000	83	46729374	Comedy	bare chested male|gay kiss|homoeroticism|lesbian kiss|transsexual	English	PG-13	13000000	USA	1.37	Color	http://www.imdb.com/title/tt0242423/?ref_=fn_tt_tt_1	5.5	106	469	116625	2	8	6454	0
Young Guns	1988	107	44726644	Action	army|cattle|deputy|new mexico|rancher	English	R	13000000	USA	1.85	Color	http://www.imdb.com/title/tt0096487/?ref_=fn_tt_tt_1	6.8	50	120	42614	5	58	1747	0
St. Vincent	2014	102	44134898	Comedy	bullying|grumpy old man|school presentation|stroke|stroke recovery	English	PG-13	13000000	USA	1.85	Color	http://www.imdb.com/title/tt2170593/?ref_=fn_tt_tt_1	7.3	275	171	72803	3	51	20330	33000
About Last Night	2014	100	48637684	Comedy	bedroom|boyfriend girlfriend relationship|hug|interrupted sex|urban setting	English	R	12500000	USA	2.35	Color	http://www.imdb.com/title/tt1826590/?ref_=fn_tt_tt_1	6.1	90	42	16979	4	38	2800	0
10 Things I Hate About You	1999	97	38176108	Comedy	dating|protective father|school|shrew|teen movie	English	PG-13	16000000	USA	1.85	Color	http://www.imdb.com/title/tt0147800/?ref_=fn_tt_tt_1	7.2	133	549	222099	6	19	37907	10000
The New Guy	2002	92	28972187	Comedy	cheerleader|geek|high school|prison|reference to janet jackson	English	PG-13	13000000	USA	1.85	Color	http://www.imdb.com/title/tt0241760/?ref_=fn_tt_tt_1	5.9	49	159	28805	1	13	12687	1000
Loaded Weapon 1	1993	84	27979400	Action	cookie|detective|microfilm|parody|sergeant	English	PG-13	8200000	USA	1.85	Color	http://www.imdb.com/title/tt0107659/?ref_=fn_tt_tt_1	6.1	19	72	37611	2	0	12322	0
The Shallows	2016	86	54257433	Drama	beach|island|mexico|prey|trapped	English	PG-13	17000000	USA	2.35	Color	http://www.imdb.com/title/tt4052882/?ref_=fn_tt_tt_1	6.8	186	139	12983	0	174	971	0
